city_development_index,experience,enrolled_university,relevent_experience,education_level,company_type,major_discipline,target,target_label
0.624,1.0,No enrollment,No relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.6659999999999999,6.0,No enrollment,No relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.92,3.0,No enrollment,No relevent experience,Primary School,Other,Non Degree,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Masters,Other,STEM,1.0,Procurando novo emprego
0.743,21.0,No enrollment,Has relevent experience,Masters,Other,STEM,0.0,Não procurando emprego
0.802,4.0,Other,No relevent experience,Phd,Other,STEM,0.0,Não procurando emprego
0.89,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,7.0,No enrollment,Has relevent experience,Masters,Funded Startup,STEM,1.0,Procurando novo emprego
0.92,3.0,No enrollment,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.579,5.0,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.926,4.0,No enrollment,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.789,9.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,16.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,2.0,Full time course,No relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.897,3.0,Other,No relevent experience,Graduate,Other,Other,0.0,Não procurando emprego
0.843,21.0,No enrollment,Has relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.763,21.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,7.0,Full time course,No relevent experience,High School,Other,Non Degree,1.0,Procurando novo emprego
0.802,13.0,No enrollment,Has relevent experience,Graduate,Early Stage Startup,STEM,0.0,Não procurando emprego
0.91,12.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.897,6.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Public Sector,STEM,0.0,Não procurando emprego
0.767,2.0,Full time course,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.92,19.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.92,14.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.92,5.0,No enrollment,Has relevent experience,Graduate,Early Stage Startup,STEM,0.0,Não procurando emprego
0.698,4.0,Part time course,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.6890000000000001,1.0,Full time course,No relevent experience,Other,Public Sector,Non Degree,1.0,Procurando novo emprego
0.624,4.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.682,6.0,Full time course,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.624,7.0,Full time course,No relevent experience,High School,Pvt Ltd,Non Degree,1.0,Procurando novo emprego
0.624,12.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.924,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,5.0,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.804,21.0,No enrollment,Has relevent experience,Graduate,Other,Other,1.0,Procurando novo emprego
0.897,8.0,Full time course,No relevent experience,Masters,Other,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.887,2.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,No Major,0.0,Não procurando emprego
0.74,3.0,Full time course,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.762,12.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.924,6.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.762,3.0,Full time course,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.926,7.0,Full time course,Has relevent experience,Graduate,Early Stage Startup,STEM,0.0,Não procurando emprego
0.92,2.0,No enrollment,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.884,17.0,No enrollment,Has relevent experience,Masters,Funded Startup,STEM,0.0,Não procurando emprego
0.855,16.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.754,15.0,No enrollment,No relevent experience,Phd,Other,STEM,0.0,Não procurando emprego
0.899,21.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.804,8.0,No enrollment,Has relevent experience,Masters,Other,STEM,1.0,Procurando novo emprego
0.925,10.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.754,2.0,Full time course,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.624,7.0,No enrollment,No relevent experience,Graduate,Public Sector,STEM,0.0,Não procurando emprego
0.924,17.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.92,1.0,No enrollment,No relevent experience,Masters,Other,STEM,0.0,Não procurando emprego
0.899,4.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.925,9.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.698,10.0,Other,Has relevent experience,Masters,NGO,STEM,1.0,Procurando novo emprego
0.897,6.0,Full time course,Has relevent experience,Graduate,Early Stage Startup,STEM,0.0,Não procurando emprego
0.926,6.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.92,15.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.762,9.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.8959999999999999,21.0,No enrollment,Has relevent experience,Masters,Other,STEM,0.0,Não procurando emprego
0.624,3.0,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.555,8.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.624,11.0,No enrollment,Has relevent experience,Graduate,Early Stage Startup,STEM,1.0,Procurando novo emprego
0.92,3.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Masters,Public Sector,STEM,0.0,Não procurando emprego
0.855,4.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.804,10.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.899,15.0,No enrollment,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.55,3.0,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.92,6.0,No enrollment,Has relevent experience,Graduate,NGO,STEM,0.0,Não procurando emprego
0.91,5.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.925,21.0,No enrollment,No relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.926,21.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.698,8.0,No enrollment,No relevent experience,Masters,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.897,8.0,No enrollment,Has relevent experience,Masters,Funded Startup,STEM,1.0,Procurando novo emprego
0.92,11.0,Full time course,No relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.624,5.0,No enrollment,Has relevent experience,Graduate,Public Sector,STEM,0.0,Não procurando emprego
0.624,6.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.923,11.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.769,3.0,Part time course,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.92,9.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.83,12.0,No enrollment,Has relevent experience,Primary School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.698,7.0,Full time course,No relevent experience,Masters,Other,STEM,0.0,Não procurando emprego
0.92,8.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,12.0,Part time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,5.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Humanities,0.0,Não procurando emprego
0.92,4.0,Full time course,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.92,21.0,No enrollment,Has relevent experience,Phd,Other,Humanities,0.0,Não procurando emprego
0.939,15.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,2.0,Full time course,No relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.794,13.0,No enrollment,Has relevent experience,Masters,Early Stage Startup,Other,0.0,Não procurando emprego
0.866,1.0,No enrollment,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.92,19.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.682,21.0,Other,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.698,10.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.479,2.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.7390000000000001,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.895,12.0,Part time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.926,9.0,Full time course,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,NGO,STEM,0.0,Não procurando emprego
0.92,7.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.915,2.0,Full time course,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.92,4.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.926,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.897,21.0,No enrollment,Has relevent experience,Masters,Other,STEM,1.0,Procurando novo emprego
0.92,4.0,Full time course,No relevent experience,Masters,Other,Humanities,1.0,Procurando novo emprego
0.91,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.802,2.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,10.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.754,16.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Other,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,9.0,Full time course,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.624,1.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,3.0,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.939,2.0,No enrollment,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.895,16.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,13.0,No enrollment,Has relevent experience,High School,Public Sector,Non Degree,1.0,Procurando novo emprego
0.804,11.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,2.0,No enrollment,Has relevent experience,Other,Other,Non Degree,0.0,Não procurando emprego
0.848,6.0,Full time course,Has relevent experience,Graduate,Public Sector,STEM,0.0,Não procurando emprego
0.924,15.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,15.0,No enrollment,Has relevent experience,Graduate,Early Stage Startup,STEM,0.0,Não procurando emprego
0.915,7.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.767,9.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,17.0,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.92,4.0,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,4.0,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,9.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.939,18.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,2.0,Full time course,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.624,16.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.698,6.0,No enrollment,No relevent experience,Other,Other,Non Degree,0.0,Não procurando emprego
0.624,14.0,Part time course,Has relevent experience,Masters,Other,STEM,1.0,Procurando novo emprego
0.579,1.0,Full time course,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.92,9.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.762,9.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.7959999999999999,6.0,Full time course,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.754,7.0,Full time course,Has relevent experience,Graduate,Other,Other,0.0,Não procurando emprego
0.698,7.0,Full time course,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.624,2.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.897,6.0,Part time course,No relevent experience,Masters,Funded Startup,STEM,0.0,Não procurando emprego
0.925,20.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Arts,0.0,Não procurando emprego
0.624,9.0,No enrollment,No relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.802,2.0,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.913,12.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.898,14.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.897,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.887,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.754,20.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.897,5.0,Full time course,No relevent experience,Masters,Public Sector,Humanities,0.0,Não procurando emprego
0.91,15.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.915,5.0,Part time course,No relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.92,11.0,Part time course,Has relevent experience,Primary School,Other,Non Degree,0.0,Não procurando emprego
0.895,2.0,Part time course,Has relevent experience,Graduate,Pvt Ltd,Arts,0.0,Não procurando emprego
0.836,9.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.698,1.0,Full time course,No relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.923,21.0,No enrollment,Has relevent experience,Phd,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,1.0,No enrollment,No relevent experience,Primary School,Other,Non Degree,0.0,Não procurando emprego
0.7659999999999999,6.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.698,4.0,Part time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,20.0,No enrollment,No relevent experience,Masters,Other,Other,1.0,Procurando novo emprego
0.91,21.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.926,13.0,Full time course,No relevent experience,Masters,Public Sector,STEM,0.0,Não procurando emprego
